go_c,count,Systematic Name
late endosome,29,"['YAL002W', 'YBL069W', 'YBR097W', 'YBR131W', 'YDR080W', 'YDR170C', 'YDR313C', 'YDR456W', 'YGR142W', 'YHR009C', 'YHR050W', 'YIL048W', 'YJL084C', 'YJL154C', 'YJL178C', 'YJR044C', 'YKR001C', 'YKR014C', 'YKR021W', 'YKR035W-A', 'YML001W', 'YML002W', 'YML003W', 'YMR054W', 'YNL093W', 'YNL293W', 'YOR079C', 'YOR089C', 'YPR079W']"
late endosome membrane,18,"['YBR077C', 'YCL008C', 'YCR094W', 'YDR069C', 'YDR468C', 'YGR163W', 'YGR206W', 'YJL151C', 'YKL143W', 'YKR007W', 'YLR078C', 'YLR119W', 'YLR417W', 'YML121W', 'YMR010W', 'YMR197C', 'YOR171C', 'YPL065W']"
lateral element,2,"['YIL072W', 'YLR263W']"
lipid particle,60,"['YAL018C', 'YBL078C', 'YBR002C', 'YBR041W', 'YBR042C', 'YBR177C', 'YBR204C', 'YBR255W', 'YBR265W', 'YCL005W', 'YDL052C', 'YDL155W', 'YDL193W', 'YDR196C', 'YDR275W', 'YDR525W-A', 'YGR086C', 'YGR175C', 'YGR177C', 'YGR192C', 'YGR263C', 'YHR004C', 'YHR072W', 'YIL009W', 'YIL124W', 'YJL052W', 'YJR009C', 'YKL047W', 'YKL094W', 'YKL140W', 'YKL182W', 'YKR046C', 'YKR067W', 'YKR089C', 'YLL012W', 'YLR100W', 'YLR380W', 'YML008C', 'YML013W', 'YML059C', 'YMR101C', 'YMR110C', 'YMR152W', 'YMR165C', 'YMR246W', 'YMR313C', 'YNL231C', 'YNR008W', 'YOL047C', 'YOL048C', 'YOR059C', 'YOR081C', 'YOR245C', 'YOR246C', 'YOR313C', 'YOR317W', 'YOR377W', 'YPL206C', 'YPR139C', 'YPR147C']"
luminal surveillance complex,3,"['YDR057W', 'YJL034W', 'YLR207W']"
lytic vacuole,1,['YLR360W']
m-AAA complex,2,"['YER017C', 'YMR089C']"
mRNA cap binding complex,3,"['YBR236C', 'YMR125W', 'YOR276W']"
mRNA cap methyltransferase complex,3,"['YGL130W', 'YMR180C', 'YPL228W']"
mRNA cleavage and polyadenylation specificity factor complex,16,"['YAL043C', 'YDR195W', 'YDR301W', 'YER133W', 'YGL044C', 'YGR156W', 'YJR093C', 'YKL018W', 'YKL059C', 'YKR002W', 'YLR115W', 'YLR277C', 'YNL222W', 'YNL317W', 'YOR179C', 'YPR107C']"
mRNA cleavage factor complex,5,"['YDR228C', 'YGL044C', 'YMR061W', 'YOL123W', 'YOR250C']"
macromolecular complex,2,"['YMR186W', 'YPL240C']"
mannosyltransferase complex,2,"['YBR004C', 'YNL158W']"
mating projection,8,"['YCR009C', 'YCR089W', 'YDL223C', 'YHR107C', 'YJR054W', 'YLR313C', 'YNL154C', 'YOR212W']"
mating projection base,6,"['YCR002C', 'YCR030C', 'YDR085C', 'YER133W', 'YJR076C', 'YLR314C']"
mating projection membrane,2,"['YBR016W', 'YPR149W']"
mating projection tip,116,"['YAL016W', 'YAL041W', 'YBL007C', 'YBL016W', 'YBL047C', 'YBL085W', 'YBR023C', 'YBR040W', 'YBR080C', 'YBR102C', 'YBR109C', 'YBR200W', 'YBR260C', 'YCL027W', 'YCL029C', 'YCR002C', 'YCR009C', 'YCR030C', 'YCR043C', 'YCR088W', 'YDL126C', 'YDL159W', 'YDL161W', 'YDL195W', 'YDL212W', 'YDL225W', 'YDL240W', 'YDR103W', 'YDR129C', 'YDR166C', 'YDR309C', 'YDR348C', 'YDR388W', 'YER008C', 'YER033C', 'YER071C', 'YER118C', 'YER149C', 'YER155C', 'YFL005W', 'YFL034C-B', 'YGL099W', 'YGL190C', 'YGL233W', 'YGR080W', 'YGR229C', 'YGR238C', 'YHL007C', 'YHR030C', 'YHR061C', 'YHR098C', 'YHR102W', 'YHR114W', 'YHR158C', 'YIL034C', 'YIL068C', 'YIL095W', 'YIL129C', 'YIL159W', 'YIR003W', 'YIR006C', 'YJL085W', 'YJL095W', 'YJL157C', 'YJR076C', 'YKL007W', 'YKL079W', 'YKL189W', 'YKL209C', 'YKR090W', 'YLL021W', 'YLR058C', 'YLR110C', 'YLR166C', 'YLR206W', 'YLR229C', 'YLR313C', 'YLR319C', 'YLR330W', 'YLR332W', 'YLR337C', 'YLR371W', 'YML047C', 'YMR092C', 'YMR109W', 'YMR232W', 'YMR295C', 'YNL020C', 'YNL084C', 'YNL106C', 'YNL138W', 'YNL161W', 'YNL243W', 'YNL271C', 'YNL272C', 'YNL279W', 'YNL283C', 'YNR047W', 'YNR052C', 'YOL105C', 'YOR008C', 'YOR181W', 'YOR231W', 'YOR239W', 'YOR304C-A', 'YOR326W', 'YOR353C', 'YPL111W', 'YPL115C', 'YPL140C', 'YPL269W', 'YPR032W', 'YPR055W', 'YPR122W', 'YPR165W', 'YPR171W']"
mating projection tip membrane,4,"['YDR093W', 'YDR103W', 'YER166W', 'YMR162C']"
mating-type region heterochromatin,3,"['YAL019W', 'YDR191W', 'YGR063C']"
matrix side of mitochondrial inner membrane,4,"['YDR065W', 'YJL023C', 'YLR091W', 'YPR116W']"
medial cortex,2,"['YCR009C', 'YDR388W']"
mediator complex,28,"['YBL093C', 'YBR193C', 'YBR253W', 'YCR081W', 'YDL005C', 'YDR308C', 'YDR443C', 'YER022W', 'YFL029C', 'YGL025C', 'YGL127C', 'YGL151W', 'YGR104C', 'YHR041C', 'YHR058C', 'YLR071C', 'YMR112C', 'YNL025C', 'YNL236W', 'YNR010W', 'YOL051W', 'YOL128C', 'YOL135C', 'YOR174W', 'YPL042C', 'YPL129W', 'YPR070W', 'YPR168W']"
meiotic recombination initiation complex,1,['YMR076C']
meiotic spindle,4,"['YCR002C', 'YDR218C', 'YHR014W', 'YJR076C']"
meiotic spindle pole body,5,"['YGL170C', 'YLR227C', 'YOL091W', 'YOL104C', 'YOR177C']"
